GP_RBF_RMSE_mean,GP_RBF_NLPD_mean,GP_Laplace_RMSE_mean,GP_Laplace_NLPD_mean,GP_ARD_RBF_RMSE_mean,GP_ARD_RBF_NLPD_mean,GP_ARD_Laplace_RMSE_mean,GP_ARD_Laplace_NLPD_mean,GP_RFM_Laplace_full_RMSE_mean,GP_RFM_Laplace_full_NLPD_mean,GP_RFM_Laplace_diag_RMSE_mean,GP_RFM_Laplace_diag_NLPD_mean,NG_Boost_RMSE_mean,NG_Boost_NLPD_mean,Cat_Boost_Ensemble_RMSE_mean,Cat_Boost_Ensemble_NLPD_mean,GP_RBF_RMSE_std,GP_RBF_NLPD_std,GP_Laplace_RMSE_std,GP_Laplace_NLPD_std,GP_ARD_RBF_RMSE_std,GP_ARD_RBF_NLPD_std,GP_ARD_Laplace_RMSE_std,GP_ARD_Laplace_NLPD_std,GP_RFM_Laplace_full_RMSE_std,GP_RFM_Laplace_full_NLPD_std,GP_RFM_Laplace_diag_RMSE_std,GP_RFM_Laplace_diag_NLPD_std,NG_Boost_RMSE_std,NG_Boost_NLPD_std,Cat_Boost_Ensemble_RMSE_std,Cat_Boost_Ensemble_NLPD_std,features
0.28489975109696386,0.26401869729161265,1.4950929820537566,2.097212553024292,0.30102718323469163,0.26004243865609167,1.3665589392185211,1.999595683813095,0.293689002096653,-0.5742716997861862,0.7321911036968232,1.4356460392475128,5.510988545417786,3.16751629114151,4.3636827826499935,3.254304218292236,0.028167421870444815,0.03165736287330869,0.16071040746520662,0.021067080616695547,0.026107950808389742,0.030633778598730538,0.1492472875225959,0.019991844789667458,0.2476823125576527,0.09198113660474688,0.10539765667638318,0.024299841566014863,0.31947064889961907,0.08618536276165029,0.30381587059939413,0.18388916680239129,20
9.160411357879639,3.635364866256714,1.4492394745349884,2.140246593952179,9.163242769241332,3.6356650471687315,1.176393097639084,1.93341206908226,0.09347180444747209,-0.7050612181425094,0.5046315148472786,1.2015790581703185,4.689494729042053,3.010397756099701,3.7152566790580748,2.8500614047050474,0.18847187170531282,0.019986546165030296,0.09530276586584702,0.012548856086315419,0.18948059139368284,0.020083652841905046,0.07753291657363641,0.012426906235149514,0.04400218133018038,0.05493263030905024,0.0350257425733044,0.009378134697865675,0.17206398244369972,0.06382420366402018,0.1741743792260895,0.08548720832018503,30
9.264248037338257,3.6457317233085633,1.519092607498169,2.1805291295051576,9.26424798965454,3.6457317233085633,1.1343293249607087,1.8904559791088105,0.1882212333381176,-0.7302921503782273,0.4433598771691322,1.0644562304019929,4.162736475467682,2.9232460379600527,3.392795991897583,2.639037883281708,0.1947165514550641,0.020895766821393436,0.10705604421205231,0.016367651387586325,0.19471656362911835,0.0208957612879658,0.07536730956206791,0.014344864741484047,0.15661071743652175,0.05323465004848542,0.048344535962444674,0.01329653294122934,0.11955602413356102,0.052984066952498965,0.12473106963563474,0.05324970469140644,40
9.160112857818604,3.6350690960884093,1.5246361374855042,2.2130414128303526,9.160112857818604,3.6350913524627684,1.0837512880563736,1.877146703004837,0.13809470534324647,-0.6049477696418762,0.373335000872612,1.008117026090622,4.074614715576172,2.863135838508606,3.158098375797272,2.526798951625824,0.18609668505885316,0.020359352766259865,0.0990744967166497,0.008999857249410586,0.18609668505885316,0.02029160883250069,0.08005736117571535,0.010006196419313709,0.05169817025352764,0.06387829220540797,0.039037084410466355,0.009309607840766268,0.13209472468393857,0.0539988020477515,0.14848455672306493,0.054922359086746086,50
9.24956030845642,3.644006073474884,1.5785674273967742,2.2346043586730957,9.24956030845642,3.6439838767051698,1.0574092864990234,1.8523522198200226,0.148182075843215,-0.6203252762556076,0.3394309028983116,0.9225660175085068,4.046577489376068,2.824968707561493,1.7970149517059326,2.4531569123268127,0.16126181044462715,0.017624469528964275,0.09040011817959048,0.011902858044228781,0.16126181044462715,0.01755453953948376,0.05519492305402971,0.010845031292595744,0.06567146018773647,0.06366634341984619,0.031082773891142768,0.009492949005925582,0.14335844133245598,0.054271712081851047,0.1182244825359105,0.10268376968617135,60
9.196050214767457,3.6380301237106325,1.620363187789917,2.260434627532959,9.196050214767457,3.6380189418792725,1.0315275758504867,1.8295942962169647,0.1644063454121351,-0.6482792675495148,0.31115343421697617,0.8509130090475082,3.994447934627533,2.786338996887207,1.6614780306816102,2.2021869301795958,0.1898633558778977,0.020807993912495073,0.07826999237882905,0.009365845295127479,0.1898633558778977,0.020810897425653695,0.055019049798044666,0.009815589526697066,0.09477592168887845,0.06973595405202615,0.02552361912963687,0.008639790915678678,0.09686132399995749,0.030917377236611823,0.08364108423751418,0.09253772515937787,70
9.22267518043518,3.641021025180817,1.6778575897216796,2.290580320358276,9.22267518043518,3.641028678417206,1.0514034688472749,1.8215059697628022,0.15322966761887075,-0.6715423703193665,0.30376528650522233,0.7973737269639969,4.002948260307312,2.775766980648041,1.602752697467804,2.0366380989551542,0.13140957972502804,0.01421921947107572,0.0711860703464751,0.009545982084966225,0.13140957972502804,0.014201335949509107,0.05072447597034442,0.010355074192084748,0.058575599534058984,0.05644162506182395,0.028264620991292802,0.007890316305514209,0.11404469663264925,0.03812516028109366,0.09094242335882949,0.08522834863526392,80
9.173497772216797,3.636103129386902,1.6608410060405732,2.309764540195465,9.173497772216797,3.63610862493515,1.0059276252985,1.8043732464313507,0.14508264772593976,-0.6729551941156388,0.2741279385983944,0.745692378282547,3.917636489868164,2.7432185769081117,1.4584393918514251,1.8589663803577423,0.15466537598715693,0.01615092467080122,0.07035577233675383,0.008302298596773505,0.15466537598715693,0.01613793131384558,0.061158761110737904,0.01153299305545656,0.05090426597335287,0.07670732917805546,0.028781213662964975,0.008630130890984578,0.10318739817035985,0.030896811883551135,0.06076717135066764,0.05994371332149174,90
9.186570167541504,3.6370207548141478,1.6862828969955443,2.3305593371391295,9.18657021522522,3.6370209217071534,0.993397057056427,1.7933059871196746,0.16126038543879986,-0.6169262379407883,0.2655236259102821,0.7049042850732803,3.9153385877609255,2.7301422357559204,1.407923597097397,1.7774480044841767,0.17048984014043891,0.018264761295279305,0.07008281726177036,0.008967682635614826,0.17048990223153682,0.018264561302683006,0.06082832222373092,0.010603610585571492,0.05264715978291124,0.058134404869999344,0.026754246176190443,0.008724549203752865,0.09520062867975564,0.02458957925619295,0.08005632376275144,0.07720293657113982,100
9.152748155593873,3.633279013633728,1.752700001001358,2.3479434847831726,9.152748155593873,3.6332789778709413,1.0084320783615113,1.783675068616867,0.16011353097856046,-0.6149135857820511,0.26492140963673594,0.6640119433403016,3.9265843272209167,2.7296281933784483,1.3792072594165803,1.691718739271164,0.11524200748129614,0.012717552304335645,0.05066185943288154,0.0067323662914043235,0.11524220732260768,0.012717392978242386,0.051160831111588,0.008088760443452362,0.05245565210289551,0.10743034273062839,0.022945962156580523,0.006795260341740392,0.09041621613833069,0.02511374844724196,0.0703373919187407,0.07003769755658316,110
9.197208690643311,3.638132667541504,1.766334730386734,2.3621225476264955,9.197208690643311,3.638132655620575,0.9950620025396347,1.7766315996646882,0.1482714254409075,-0.5511805877089501,0.24819558560848237,0.6273381322622299,3.931759440898895,2.725436103343964,1.326407605409622,1.6220937728881837,0.18574741849330015,0.020699042218914766,0.06141702758157313,0.007396120760129585,0.18574741849330015,0.020699100485192072,0.042624695598443674,0.01021995815060269,0.04782033071754341,0.07508817713915164,0.019299516222800926,0.008460639319106959,0.10176645198237617,0.02815395088563419,0.05685709396664061,0.05480488985490584,120
9.201917123794555,3.6386578559875487,1.7906375765800475,2.376057815551758,9.201917171478271,3.63865784406662,1.0095412194728852,1.778858083486557,0.14806778393685818,-0.6272656917572021,0.24679737016558648,0.5927152812480927,3.9273403525352477,2.7179649829864503,1.2916790843009949,1.559728306531906,0.12054326216721348,0.013201010803038024,0.056903959776043844,0.006485337160889799,0.1205432852736762,0.013200887884039406,0.05003088068111188,0.008961417028364223,0.04186945105557779,0.0693706988277238,0.02038224932622841,0.008754900579505386,0.0835175241458075,0.024780209406398163,0.05528543789511861,0.04254531905197128,130
9.173645067214967,3.635385775566101,1.7936548709869384,2.3884644746780395,9.173645067214967,3.6353857636451723,1.0137630313634873,1.8065476894378663,0.16338915713131427,-0.21261298209428786,0.22270194739103316,0.5590553939342499,3.8784618020057677,2.707870328426361,1.2388274490833282,1.523627018928528,0.12085810152062912,0.013117184048836512,0.05183244619847431,0.005491806124078658,0.12085810152062912,0.0131171809944878,0.03501161850923458,0.0076123621922237926,0.10203724036132053,1.7730233331644583,0.017189942349162286,0.006459660933909787,0.05977654857782969,0.015924297446636083,0.044896812424045536,0.04459566555951418,140
9.207156801223755,3.6391833662986754,1.8259449362754823,2.399412727355957,9.20715684890747,3.6391844630241392,1.2294926166534423,1.9918754041194915,0.5402768287807703,68.4127996429801,0.22447654753923416,0.5314870476722717,3.9016989946365355,2.7103639960289003,0.8606920868158341,1.504767119884491,0.1000303112827394,0.010830872418130296,0.04135636571423775,0.005705390782618502,0.10003041993883008,0.010832795668266558,0.04838711765303873,0.019761820982800125,1.6535518637401745,300.8424611653669,0.015220113895373618,0.004693293069157571,0.08598567119062121,0.022984232372120484,0.04020942366711508,0.1134609627189469,150
